node;timestamp;module;lc;face;prefix
pgp;1670213695.473223;[nfd.FIB];30;276;/ndn/mdn-site/mdn;
pgp;1670213695.474195;[nfd.FIB];30;270;/ndn/mdn-site/mdn;
pgp;1670213695.474968;[nfd.FIB];50;271;/ndn/mdn-site/mdn;
pgp;1670213695.475987;[nfd.FIB];30;276;/ndn/mdn-site/%C1.Router/cs/mdn;
pgp;1670213695.476985;[nfd.FIB];30;270;/ndn/mdn-site/%C1.Router/cs/mdn;
pgp;1670213695.477934;[nfd.FIB];50;271;/ndn/mdn-site/%C1.Router/cs/mdn;
pgp;1670213695.478780;[nfd.FIB];30;276;/ndn/pad-site/pad;
pgp;1670213695.479765;[nfd.FIB];30;270;/ndn/pad-site/pad;
pgp;1670213695.480707;[nfd.FIB];30;271;/ndn/pad-site/pad;
pgp;1670213695.481484;[nfd.FIB];30;276;/ndn/pad-site/%C1.Router/cs/pad;
pgp;1670213695.482254;[nfd.FIB];30;270;/ndn/pad-site/%C1.Router/cs/pad;
pgp;1670213695.483293;[nfd.FIB];30;271;/ndn/pad-site/%C1.Router/cs/pad;
pgp;1670213695.484134;[nfd.FIB];30;276;/ndn/jkt-site/jkt;
pgp;1670213695.484864;[nfd.FIB];20;269;/ndn/jkt-site/jkt;
pgp;1670213695.485490;[nfd.FIB];10;271;/ndn/jkt-site/jkt;
pgp;1670213695.486132;[nfd.FIB];40;276;/ndn/bna-site/bna;
pgp;1670213695.486709;[nfd.FIB];40;270;/ndn/bna-site/bna;
pgp;1670213695.487326;[nfd.FIB];60;271;/ndn/bna-site/bna;
pgp;1670213695.487977;[nfd.FIB];40;276;/ndn/bna-site/%C1.Router/cs/bna;
pgp;1670213695.488646;[nfd.FIB];40;270;/ndn/bna-site/%C1.Router/cs/bna;
pgp;1670213695.489276;[nfd.FIB];60;271;/ndn/bna-site/%C1.Router/cs/bna;
pgp;1670213695.489909;[nfd.FIB];40;276;/ndn/btu-site/btu;
pgp;1670213695.490538;[nfd.FIB];10;269;/ndn/btu-site/btu;
pgp;1670213695.491190;[nfd.FIB];20;271;/ndn/btu-site/btu;
pgp;1670213695.491835;[nfd.FIB];40;276;/ndn/mbo-site/mbo;
pgp;1670213695.492456;[nfd.FIB];40;270;/ndn/mbo-site/mbo;
pgp;1670213695.493076;[nfd.FIB];60;271;/ndn/mbo-site/mbo;
pgp;1670213695.493724;[nfd.FIB];40;276;/ndn/mbo-site/%C1.Router/cs/mbo;
pgp;1670213695.494355;[nfd.FIB];40;270;/ndn/mbo-site/%C1.Router/cs/mbo;
pgp;1670213695.495004;[nfd.FIB];60;271;/ndn/mbo-site/%C1.Router/cs/mbo;
pgp;1670213695.495678;[nfd.FIB];10;276;/ndn/plg-site/plg;
pgp;1670213695.496327;[nfd.FIB];30;270;/ndn/plg-site/plg;
pgp;1670213695.496956;[nfd.FIB];30;271;/ndn/plg-site/plg;
pgp;1670213695.497628;[nfd.FIB];50;276;/ndn/ptk-site/ptk;
pgp;1670213695.498273;[nfd.FIB];20;269;/ndn/ptk-site/ptk;
pgp;1670213695.498906;[nfd.FIB];30;271;/ndn/ptk-site/ptk;
pgp;1670213695.499537;[nfd.FIB];50;276;/ndn/ptk-site/%C1.Router/cs/ptk;
pgp;1670213695.500269;[nfd.FIB];20;269;/ndn/ptk-site/%C1.Router/cs/ptk;
pgp;1670213695.500922;[nfd.FIB];30;271;/ndn/ptk-site/%C1.Router/cs/ptk;
pgp;1670213711.098129;[nfd.FIB];50;276;/ndn/smg-site/smg;
pgp;1670213711.099768;[nfd.FIB];40;269;/ndn/smg-site/smg;
pgp;1670213711.111186;[nfd.FIB];30;271;/ndn/smg-site/smg;
pgp;1670213711.112151;[nfd.FIB];50;276;/ndn/smg-site/%C1.Router/cs/smg;
pgp;1670213711.112531;[nfd.FIB];40;269;/ndn/smg-site/%C1.Router/cs/smg;
pgp;1670213711.112921;[nfd.FIB];30;271;/ndn/smg-site/%C1.Router/cs/smg;
pgp;1670213711.113292;[nfd.FIB];70;276;/ndn/mlg-site/mlg;
pgp;1670213711.113674;[nfd.FIB];50;269;/ndn/mlg-site/mlg;
pgp;1670213711.115648;[nfd.FIB];50;271;/ndn/mlg-site/mlg;
pgp;1670213711.117636;[nfd.FIB];70;276;/ndn/mlg-site/%C1.Router/cs/mlg;
pgp;1670213711.118685;[nfd.FIB];50;269;/ndn/mlg-site/%C1.Router/cs/mlg;
pgp;1670213711.119724;[nfd.FIB];50;271;/ndn/mlg-site/%C1.Router/cs/mlg;
pgp;1670213711.120758;[nfd.FIB];60;276;/ndn/bjm-site/bjm;
pgp;1670213711.121763;[nfd.FIB];30;269;/ndn/bjm-site/bjm;
pgp;1670213711.122778;[nfd.FIB];40;271;/ndn/bjm-site/bjm;
pgp;1670213711.123765;[nfd.FIB];60;276;/ndn/bjm-site/%C1.Router/cs/bjm;
pgp;1670213711.124767;[nfd.FIB];30;269;/ndn/bjm-site/%C1.Router/cs/bjm;
pgp;1670213711.125772;[nfd.FIB];40;271;/ndn/bjm-site/%C1.Router/cs/bjm;
pgp;1670213711.126741;[nfd.FIB];70;276;/ndn/mks-site/mks;
pgp;1670213711.127728;[nfd.FIB];40;269;/ndn/mks-site/mks;
pgp;1670213711.128371;[nfd.FIB];50;271;/ndn/mks-site/mks;
pgp;1670213711.128976;[nfd.FIB];70;276;/ndn/mks-site/%C1.Router/cs/mks;
pgp;1670213711.129607;[nfd.FIB];40;269;/ndn/mks-site/%C1.Router/cs/mks;
pgp;1670213711.130244;[nfd.FIB];50;271;/ndn/mks-site/%C1.Router/cs/mks;
pgp;1670213711.130865;[nfd.FIB];90;276;/ndn/mnd-site/mnd;
pgp;1670213711.131536;[nfd.FIB];60;269;/ndn/mnd-site/mnd;
pgp;1670213711.132185;[nfd.FIB];70;271;/ndn/mnd-site/mnd;
pgp;1670213711.132831;[nfd.FIB];90;276;/ndn/mnd-site/%C1.Router/cs/mnd;
pgp;1670213711.133509;[nfd.FIB];60;269;/ndn/mnd-site/%C1.Router/cs/mnd;
pgp;1670213711.134129;[nfd.FIB];70;271;/ndn/mnd-site/%C1.Router/cs/mnd;
pgp;1670213711.134759;[nfd.FIB];70;276;/ndn/dpr-site/dpr;
pgp;1670213711.135387;[nfd.FIB];50;269;/ndn/dpr-site/dpr;
pgp;1670213711.135964;[nfd.FIB];50;271;/ndn/dpr-site/dpr;
pgp;1670213711.136631;[nfd.FIB];70;276;/ndn/dpr-site/%C1.Router/cs/dpr;
pgp;1670213711.137314;[nfd.FIB];50;269;/ndn/dpr-site/%C1.Router/cs/dpr;
pgp;1670213711.137977;[nfd.FIB];50;271;/ndn/dpr-site/%C1.Router/cs/dpr;
pgp;1670213711.138638;[nfd.FIB];80;276;/ndn/pal-site/pal;
pgp;1670213711.139305;[nfd.FIB];50;269;/ndn/pal-site/pal;
pgp;1670213711.139969;[nfd.FIB];60;271;/ndn/pal-site/pal;
pgp;1670213711.140662;[nfd.FIB];80;276;/ndn/pal-site/%C1.Router/cs/pal;
pgp;1670213711.141321;[nfd.FIB];50;269;/ndn/pal-site/%C1.Router/cs/pal;
pgp;1670213711.141986;[nfd.FIB];60;271;/ndn/pal-site/%C1.Router/cs/pal;
pgp;1670213711.142641;[nfd.FIB];50;276;/ndn/yyk-site/yyk;
pgp;1670213711.143279;[nfd.FIB];40;269;/ndn/yyk-site/yyk;
pgp;1670213711.143947;[nfd.FIB];30;271;/ndn/yyk-site/yyk;
pgp;1670213711.144613;[nfd.FIB];50;276;/ndn/yyk-site/%C1.Router/cs/yyk;
pgp;1670213711.145294;[nfd.FIB];40;269;/ndn/yyk-site/%C1.Router/cs/yyk;
pgp;1670213711.145955;[nfd.FIB];30;271;/ndn/yyk-site/%C1.Router/cs/yyk;
pgp;1670213711.146621;[nfd.FIB];60;276;/ndn/sby-site/sby;
pgp;1670213711.147274;[nfd.FIB];40;269;/ndn/sby-site/sby;
pgp;1670213711.147908;[nfd.FIB];40;271;/ndn/sby-site/sby;
pgp;1670213711.148584;[nfd.FIB];60;276;/ndn/sby-site/%C1.Router/cs/sby;
pgp;1670213711.149154;[nfd.FIB];40;269;/ndn/sby-site/%C1.Router/cs/sby;
pgp;1670213711.149652;[nfd.FIB];40;271;/ndn/sby-site/%C1.Router/cs/sby;
pgp;1670213711.150033;[nfd.FIB];80;276;/ndn/amb-site/amb;
pgp;1670213711.150379;[nfd.FIB];50;269;/ndn/amb-site/amb;
pgp;1670213711.150757;[nfd.FIB];60;271;/ndn/amb-site/amb;
pgp;1670213711.151110;[nfd.FIB];80;276;/ndn/amb-site/%C1.Router/cs/amb;
pgp;1670213711.151497;[nfd.FIB];50;269;/ndn/amb-site/%C1.Router/cs/amb;
pgp;1670213711.151846;[nfd.FIB];60;271;/ndn/amb-site/%C1.Router/cs/amb;
pgp;1670213711.152242;[nfd.FIB];70;276;/ndn/bpp-site/bpp;
pgp;1670213711.152584;[nfd.FIB];40;269;/ndn/bpp-site/bpp;
pgp;1670213711.152960;[nfd.FIB];50;271;/ndn/bpp-site/bpp;
pgp;1670213711.153312;[nfd.FIB];70;276;/ndn/bpp-site/%C1.Router/cs/bpp;
pgp;1670213711.153696;[nfd.FIB];40;269;/ndn/bpp-site/%C1.Router/cs/bpp;
pgp;1670213711.154046;[nfd.FIB];50;271;/ndn/bpp-site/%C1.Router/cs/bpp;
pgp;1670213807.976664;[nfd.FIB];30;276;/konten/mdn/a;
pgp;1670213807.980217;[nfd.FIB];30;270;/konten/mdn/a;
pgp;1670213807.980870;[nfd.FIB];50;271;/konten/mdn/a;
pgp;1670213807.981232;[nfd.FIB];30;276;/konten/mdn/b;
pgp;1670213807.981492;[nfd.FIB];30;270;/konten/mdn/b;
pgp;1670213807.981853;[nfd.FIB];50;271;/konten/mdn/b;
pgp;1670213807.982100;[nfd.FIB];30;276;/konten/mdn/c;
pgp;1670213807.982344;[nfd.FIB];30;270;/konten/mdn/c;
pgp;1670213807.983496;[nfd.FIB];50;271;/konten/mdn/c;
pgp;1670213809.000742;[nfd.FIB];30;276;/konten/jkt/a;
pgp;1670213809.089008;[nfd.FIB];20;269;/konten/jkt/a;
pgp;1670213809.089507;[nfd.FIB];10;271;/konten/jkt/a;
pgp;1670213809.089872;[nfd.FIB];30;276;/konten/jkt/b;
pgp;1670213809.090195;[nfd.FIB];20;269;/konten/jkt/b;
pgp;1670213809.090537;[nfd.FIB];10;271;/konten/jkt/b;
pgp;1670213809.090860;[nfd.FIB];30;276;/konten/jkt/c;
pgp;1670213809.091192;[nfd.FIB];20;269;/konten/jkt/c;
pgp;1670213809.091532;[nfd.FIB];10;271;/konten/jkt/c;
pgp;1670213810.114743;[nfd.FIB];60;276;/konten/sby/a;
pgp;1670213810.131698;[nfd.FIB];40;269;/konten/sby/a;
pgp;1670213810.133326;[nfd.FIB];40;271;/konten/sby/a;
pgp;1670213810.148105;[nfd.FIB];60;276;/konten/sby/b;
pgp;1670213810.148677;[nfd.FIB];40;269;/konten/sby/b;
pgp;1670213810.149116;[nfd.FIB];40;271;/konten/sby/b;
pgp;1670213810.157017;[nfd.FIB];60;276;/konten/sby/c;
pgp;1670213810.158945;[nfd.FIB];40;269;/konten/sby/c;
pgp;1670213810.159534;[nfd.FIB];40;271;/konten/sby/c;
pgp;1670213811.214525;[nfd.FIB];80;276;/konten/pal/a;
pgp;1670213811.249038;[nfd.FIB];50;269;/konten/pal/a;
pgp;1670213811.249415;[nfd.FIB];60;271;/konten/pal/a;
pgp;1670213811.249754;[nfd.FIB];80;276;/konten/pal/b;
pgp;1670213811.257007;[nfd.FIB];50;269;/konten/pal/b;
pgp;1670213811.257352;[nfd.FIB];60;271;/konten/pal/b;
pgp;1670213811.257692;[nfd.FIB];80;276;/konten/pal/c;
pgp;1670213811.258035;[nfd.FIB];50;269;/konten/pal/c;
pgp;1670213811.258347;[nfd.FIB];60;271;/konten/pal/c;
plg;1670213648.566903;[nfd.FIB];0;1;/localhost/nfd;
plg;1670213648.757631;[nfd.FIB];0;259;/localhost/nfd/rib;
plg;1670213679.717489;[nfd.FIB];0;272;/localhop/ndn/nlsr/sync/v=10;
plg;1670213679.720364;[nfd.FIB];0;272;/localhop/ndn/nlsr/LSA;
plg;1670213679.722063;[nfd.FIB];0;272;/ndn/plg-site/%C1.Router/cs/plg/nlsr/INFO;
plg;1670213679.723198;[nfd.FIB];0;272;/ndn/plg-site/%C1.Router/cs/plg/nlsr;
plg;1670213679.723754;[nfd.FIB];0;272;/localhost/nlsr;
plg;1670213679.724124;[nfd.FIB];0;272;/ndn/plg-site/%C1.Router/cs/plg/nlsr/KEY;
plg;1670213679.724594;[nfd.FIB];0;272;/ndn/plg-site/%C1.Router/cs/plg/KEY;
plg;1670213679.724955;[nfd.FIB];0;272;/ndn/plg-site/%C1.Operator;
plg;1670213679.725295;[nfd.FIB];0;272;/ndn/plg-site/KEY;
plg;1670213679.725669;[nfd.FIB];10;270;/localhop/ndn/nlsr/LSA;
plg;1670213679.726013;[nfd.FIB];10;266;/ndn/lmp-site/%C1.Router/cs/lmp;
plg;1670213679.726353;[nfd.FIB];10;266;/localhop/ndn/nlsr/LSA;
plg;1670213679.726722;[nfd.FIB];10;267;/ndn/pbr-site/%C1.Router/cs/pbr;
plg;1670213679.727060;[nfd.FIB];10;267;/localhop/ndn/nlsr/LSA;
plg;1670213679.727399;[nfd.FIB];10;270;/ndn/pgp-site/%C1.Router/cs/pgp;
plg;1670213680.408537;[nfd.FIB];10;270;/localhop/ndn/nlsr/sync/v=10;
plg;1670213680.943379;[nfd.FIB];10;267;/localhop/ndn/nlsr/sync/v=10;
plg;1670213681.747910;[nfd.FIB];10;266;/localhop/ndn/nlsr/sync/v=10;
plg;1670213695.468851;[nfd.FIB];30;267;/ndn/pgp-site/pgp;
plg;1670213695.481855;[nfd.FIB];10;270;/ndn/pgp-site/pgp;
plg;1670213695.484292;[nfd.FIB];30;266;/ndn/pgp-site/pgp;
plg;1670213695.484632;[nfd.FIB];50;267;/ndn/bdg-site/bdg;
plg;1670213695.484958;[nfd.FIB];30;270;/ndn/bdg-site/bdg;
plg;1670213695.485278;[nfd.FIB];30;266;/ndn/bdg-site/bdg;
plg;1670213695.485617;[nfd.FIB];50;267;/ndn/bdg-site/%C1.Router/cs/bdg;
plg;1670213695.485950;[nfd.FIB];30;270;/ndn/bdg-site/%C1.Router/cs/bdg;
plg;1670213695.486297;[nfd.FIB];30;266;/ndn/bdg-site/%C1.Router/cs/bdg;
plg;1670213695.486630;[nfd.FIB];20;267;/ndn/mdn-site/mdn;
plg;1670213695.486951;[nfd.FIB];40;270;/ndn/mdn-site/mdn;
plg;1670213695.487256;[nfd.FIB];40;266;/ndn/mdn-site/mdn;
plg;1670213695.487579;[nfd.FIB];20;267;/ndn/mdn-site/%C1.Router/cs/mdn;
plg;1670213695.487912;[nfd.FIB];40;270;/ndn/mdn-site/%C1.Router/cs/mdn;
plg;1670213695.488254;[nfd.FIB];40;266;/ndn/mdn-site/%C1.Router/cs/mdn;
plg;1670213695.488562;[nfd.FIB];10;267;/ndn/pbr-site/pbr;
plg;1670213695.488896;[nfd.FIB];30;270;/ndn/pbr-site/pbr;
plg;1670213695.489200;[nfd.FIB];30;266;/ndn/pbr-site/pbr;
plg;1670213695.489504;[nfd.FIB];30;267;/ndn/sbg-site/sbg;
plg;1670213695.489831;[nfd.FIB];50;270;/ndn/sbg-site/sbg;
plg;1670213695.490152;[nfd.FIB];30;266;/ndn/sbg-site/sbg;
plg;1670213695.490463;[nfd.FIB];30;267;/ndn/sbg-site/%C1.Router/cs/sbg;
plg;1670213695.490803;[nfd.FIB];50;270;/ndn/sbg-site/%C1.Router/cs/sbg;
plg;1670213695.491120;[nfd.FIB];30;266;/ndn/sbg-site/%C1.Router/cs/sbg;
plg;1670213695.491452;[nfd.FIB];30;267;/ndn/lmp-site/lmp;
plg;1670213695.491777;[nfd.FIB];30;270;/ndn/lmp-site/lmp;
plg;1670213695.492078;[nfd.FIB];10;266;/ndn/lmp-site/lmp;
plg;1670213695.492382;[nfd.FIB];20;267;/ndn/btm-site/btm;
plg;1670213695.492708;[nfd.FIB];20;270;/ndn/btm-site/btm;
plg;1670213695.493008;[nfd.FIB];40;266;/ndn/btm-site/btm;
plg;1670213695.493329;[nfd.FIB];20;267;/ndn/btm-site/%C1.Router/cs/btm;
plg;1670213695.493655;[nfd.FIB];20;270;/ndn/btm-site/%C1.Router/cs/btm;
plg;1670213695.493979;[nfd.FIB];40;266;/ndn/btm-site/%C1.Router/cs/btm;
plg;1670213695.494285;[nfd.FIB];50;267;/ndn/cbn-site/cbn;
plg;1670213695.494614;[nfd.FIB];30;270;/ndn/cbn-site/cbn;
plg;1670213695.494930;[nfd.FIB];30;266;/ndn/cbn-site/cbn;
plg;1670213695.495260;[nfd.FIB];50;267;/ndn/cbn-site/%C1.Router/cs/cbn;
plg;1670213695.495603;[nfd.FIB];30;270;/ndn/cbn-site/%C1.Router/cs/cbn;
plg;1670213695.495937;[nfd.FIB];30;266;/ndn/cbn-site/%C1.Router/cs/cbn;
plg;1670213695.496254;[nfd.FIB];20;267;/ndn/pad-site/pad;
plg;1670213695.496570;[nfd.FIB];40;270;/ndn/pad-site/pad;
plg;1670213695.496888;[nfd.FIB];20;266;/ndn/pad-site/pad;
plg;1670213695.497222;[nfd.FIB];20;267;/ndn/pad-site/%C1.Router/cs/pad;
plg;1670213695.497555;[nfd.FIB];40;270;/ndn/pad-site/%C1.Router/cs/pad;
plg;1670213695.497889;[nfd.FIB];20;266;/ndn/pad-site/%C1.Router/cs/pad;
plg;1670213695.498211;[nfd.FIB];40;267;/ndn/jkt-site/jkt;
plg;1670213695.498529;[nfd.FIB];20;270;/ndn/jkt-site/jkt;
plg;1670213695.498849;[nfd.FIB];20;266;/ndn/jkt-site/jkt;
plg;1670213695.499170;[nfd.FIB];40;267;/ndn/jkt-site/%C1.Router/cs/jkt;
plg;1670213695.499483;[nfd.FIB];20;270;/ndn/jkt-site/%C1.Router/cs/jkt;
plg;1670213695.499817;[nfd.FIB];20;266;/ndn/jkt-site/%C1.Router/cs/jkt;
plg;1670213695.500131;[nfd.FIB];30;267;/ndn/bna-site/bna;
plg;1670213695.500448;[nfd.FIB];50;270;/ndn/bna-site/bna;
plg;1670213695.500770;[nfd.FIB];50;266;/ndn/bna-site/bna;
plg;1670213695.501093;[nfd.FIB];30;267;/ndn/bna-site/%C1.Router/cs/bna;
plg;1670213695.501406;[nfd.FIB];50;270;/ndn/bna-site/%C1.Router/cs/bna;
plg;1670213695.501758;[nfd.FIB];50;266;/ndn/bna-site/%C1.Router/cs/bna;
plg;1670213695.502079;[nfd.FIB];40;267;/ndn/btu-site/btu;
plg;1670213695.502389;[nfd.FIB];20;270;/ndn/btu-site/btu;
plg;1670213695.502717;[nfd.FIB];30;266;/ndn/btu-site/btu;
plg;1670213695.503040;[nfd.FIB];40;267;/ndn/btu-site/%C1.Router/cs/btu;
plg;1670213695.503357;[nfd.FIB];20;270;/ndn/btu-site/%C1.Router/cs/btu;
plg;1670213695.503689;[nfd.FIB];30;266;/ndn/btu-site/%C1.Router/cs/btu;
plg;1670213695.504001;[nfd.FIB];30;267;/ndn/mbo-site/mbo;
plg;1670213695.504312;[nfd.FIB];50;270;/ndn/mbo-site/mbo;
plg;1670213695.504632;[nfd.FIB];50;266;/ndn/mbo-site/mbo;
plg;1670213695.504960;[nfd.FIB];30;267;/ndn/mbo-site/%C1.Router/cs/mbo;
plg;1670213695.505277;[nfd.FIB];50;270;/ndn/mbo-site/%C1.Router/cs/mbo;
plg;1670213695.505593;[nfd.FIB];50;266;/ndn/mbo-site/%C1.Router/cs/mbo;
plg;1670213695.505916;[nfd.FIB];50;267;/ndn/ptk-site/ptk;
plg;1670213695.506225;[nfd.FIB];30;270;/ndn/ptk-site/ptk;
plg;1670213695.506531;[nfd.FIB];40;266;/ndn/ptk-site/ptk;
plg;1670213695.506861;[nfd.FIB];50;267;/ndn/ptk-site/%C1.Router/cs/ptk;
plg;1670213695.507189;[nfd.FIB];30;270;/ndn/ptk-site/%C1.Router/cs/ptk;
plg;1670213695.507504;[nfd.FIB];40;266;/ndn/ptk-site/%C1.Router/cs/ptk;
plg;1670213711.116396;[nfd.FIB];60;267;/ndn/smg-site/smg;
plg;1670213711.127973;[nfd.FIB];40;270;/ndn/smg-site/smg;
plg;1670213711.128308;[nfd.FIB];40;266;/ndn/smg-site/smg;
plg;1670213711.128647;[nfd.FIB];60;267;/ndn/smg-site/%C1.Router/cs/smg;
plg;1670213711.129008;[nfd.FIB];40;270;/ndn/smg-site/%C1.Router/cs/smg;
plg;1670213711.129328;[nfd.FIB];40;266;/ndn/smg-site/%C1.Router/cs/smg;
plg;1670213711.129669;[nfd.FIB];80;267;/ndn/mlg-site/mlg;
plg;1670213711.129979;[nfd.FIB];60;270;/ndn/mlg-site/mlg;
plg;1670213711.130311;[nfd.FIB];60;266;/ndn/mlg-site/mlg;
plg;1670213711.130621;[nfd.FIB];80;267;/ndn/mlg-site/%C1.Router/cs/mlg;
plg;1670213711.130976;[nfd.FIB];60;270;/ndn/mlg-site/%C1.Router/cs/mlg;
plg;1670213711.131294;[nfd.FIB];60;266;/ndn/mlg-site/%C1.Router/cs/mlg;
plg;1670213711.131627;[nfd.FIB];60;267;/ndn/bjm-site/bjm;
plg;1670213711.131965;[nfd.FIB];40;270;/ndn/bjm-site/bjm;
plg;1670213711.132282;[nfd.FIB];50;266;/ndn/bjm-site/bjm;
plg;1670213711.132628;[nfd.FIB];60;267;/ndn/bjm-site/%C1.Router/cs/bjm;
plg;1670213711.132942;[nfd.FIB];40;270;/ndn/bjm-site/%C1.Router/cs/bjm;
plg;1670213711.133299;[nfd.FIB];50;266;/ndn/bjm-site/%C1.Router/cs/bjm;
plg;1670213711.133621;[nfd.FIB];70;267;/ndn/bpp-site/bpp;
plg;1670213711.133928;[nfd.FIB];50;270;/ndn/bpp-site/bpp;
plg;1670213711.134247;[nfd.FIB];60;266;/ndn/bpp-site/bpp;
plg;1670213711.134571;[nfd.FIB];70;267;/ndn/bpp-site/%C1.Router/cs/bpp;
plg;1670213711.134905;[nfd.FIB];50;270;/ndn/bpp-site/%C1.Router/cs/bpp;
plg;1670213711.135226;[nfd.FIB];60;266;/ndn/bpp-site/%C1.Router/cs/bpp;
plg;1670213711.135573;[nfd.FIB];70;267;/ndn/mks-site/mks;
plg;1670213711.135890;[nfd.FIB];50;270;/ndn/mks-site/mks;
plg;1670213711.136214;[nfd.FIB];60;266;/ndn/mks-site/mks;
plg;1670213711.136550;[nfd.FIB];70;267;/ndn/mks-site/%C1.Router/cs/mks;
plg;1670213711.136914;[nfd.FIB];50;270;/ndn/mks-site/%C1.Router/cs/mks;
plg;1670213711.137266;[nfd.FIB];60;266;/ndn/mks-site/%C1.Router/cs/mks;
plg;1670213711.137590;[nfd.FIB];80;267;/ndn/amb-site/amb;
plg;1670213711.137923;[nfd.FIB];60;270;/ndn/amb-site/amb;
plg;1670213711.138246;[nfd.FIB];70;266;/ndn/amb-site/amb;
plg;1670213711.138583;[nfd.FIB];80;267;/ndn/amb-site/%C1.Router/cs/amb;
plg;1670213711.138908;[nfd.FIB];60;270;/ndn/amb-site/%C1.Router/cs/amb;
plg;1670213711.139254;[nfd.FIB];70;266;/ndn/amb-site/%C1.Router/cs/amb;
plg;1670213711.139580;[nfd.FIB];90;267;/ndn/mnd-site/mnd;
plg;1670213711.139911;[nfd.FIB];70;270;/ndn/mnd-site/mnd;
plg;1670213711.140261;[nfd.FIB];80;266;/ndn/mnd-site/mnd;
plg;1670213711.140596;[nfd.FIB];90;267;/ndn/mnd-site/%C1.Router/cs/mnd;
plg;1670213711.140940;[nfd.FIB];70;270;/ndn/mnd-site/%C1.Router/cs/mnd;
plg;1670213711.141261;[nfd.FIB];80;266;/ndn/mnd-site/%C1.Router/cs/mnd;
plg;1670213711.141603;[nfd.FIB];80;267;/ndn/dpr-site/dpr;
plg;1670213711.141920;[nfd.FIB];60;270;/ndn/dpr-site/dpr;
plg;1670213711.142240;[nfd.FIB];60;266;/ndn/dpr-site/dpr;
plg;1670213711.142572;[nfd.FIB];80;267;/ndn/dpr-site/%C1.Router/cs/dpr;
plg;1670213711.142900;[nfd.FIB];60;270;/ndn/dpr-site/%C1.Router/cs/dpr;
plg;1670213711.143226;[nfd.FIB];60;266;/ndn/dpr-site/%C1.Router/cs/dpr;
plg;1670213711.143562;[nfd.FIB];80;267;/ndn/pal-site/pal;
plg;1670213711.143904;[nfd.FIB];60;270;/ndn/pal-site/pal;
plg;1670213711.144215;[nfd.FIB];70;266;/ndn/pal-site/pal;
plg;1670213711.144563;[nfd.FIB];80;267;/ndn/pal-site/%C1.Router/cs/pal;
plg;1670213711.144890;[nfd.FIB];60;270;/ndn/pal-site/%C1.Router/cs/pal;
plg;1670213711.145224;[nfd.FIB];70;266;/ndn/pal-site/%C1.Router/cs/pal;
plg;1670213711.145562;[nfd.FIB];60;267;/ndn/yyk-site/yyk;
plg;1670213711.145889;[nfd.FIB];40;270;/ndn/yyk-site/yyk;
plg;1670213711.146229;[nfd.FIB];40;266;/ndn/yyk-site/yyk;
plg;1670213711.146564;[nfd.FIB];60;267;/ndn/yyk-site/%C1.Router/cs/yyk;
plg;1670213711.146902;[nfd.FIB];40;270;/ndn/yyk-site/%C1.Router/cs/yyk;
plg;1670213711.147224;[nfd.FIB];40;266;/ndn/yyk-site/%C1.Router/cs/yyk;
plg;1670213711.147550;[nfd.FIB];70;267;/ndn/sby-site/sby;
plg;1670213711.147868;[nfd.FIB];50;270;/ndn/sby-site/sby;
plg;1670213711.148203;[nfd.FIB];50;266;/ndn/sby-site/sby;
plg;1670213711.148551;[nfd.FIB];70;267;/ndn/sby-site/%C1.Router/cs/sby;
plg;1670213711.148867;[nfd.FIB];50;270;/ndn/sby-site/%C1.Router/cs/sby;
plg;1670213711.149202;[nfd.FIB];50;266;/ndn/sby-site/%C1.Router/cs/sby;
plg;1670213807.933956;[nfd.FIB];20;267;/konten/mdn/a;
plg;1670213807.948727;[nfd.FIB];40;270;/konten/mdn/a;
plg;1670213807.952914;[nfd.FIB];40;266;/konten/mdn/a;
plg;1670213807.953730;[nfd.FIB];20;267;/konten/mdn/b;
plg;1670213807.956612;[nfd.FIB];40;270;/konten/mdn/b;
plg;1670213807.956940;[nfd.FIB];40;266;/konten/mdn/b;
plg;1670213807.957201;[nfd.FIB];20;267;/konten/mdn/c;
plg;1670213807.957773;[nfd.FIB];40;270;/konten/mdn/c;
plg;1670213807.958034;[nfd.FIB];40;266;/konten/mdn/c;
plg;1670213809.057406;[nfd.FIB];40;267;/konten/jkt/a;
plg;1670213809.108243;[nfd.FIB];20;270;/konten/jkt/a;
plg;1670213809.108653;[nfd.FIB];20;266;/konten/jkt/a;
plg;1670213809.108993;[nfd.FIB];40;267;/konten/jkt/b;
plg;1670213809.109323;[nfd.FIB];20;270;/konten/jkt/b;
plg;1670213809.109653;[nfd.FIB];20;266;/konten/jkt/b;
plg;1670213809.109973;[nfd.FIB];40;267;/konten/jkt/c;
plg;1670213809.120080;[nfd.FIB];20;270;/konten/jkt/c;
plg;1670213809.122694;[nfd.FIB];20;266;/konten/jkt/c;
plg;1670213810.125437;[nfd.FIB];70;267;/konten/sby/a;
plg;1670213810.137322;[nfd.FIB];50;270;/konten/sby/a;
plg;1670213810.147307;[nfd.FIB];50;266;/konten/sby/a;
plg;1670213810.147685;[nfd.FIB];70;267;/konten/sby/b;
plg;1670213810.154178;[nfd.FIB];50;270;/konten/sby/b;
plg;1670213810.157243;[nfd.FIB];50;266;/konten/sby/b;
plg;1670213810.157639;[nfd.FIB];70;267;/konten/sby/c;
plg;1670213810.157952;[nfd.FIB];50;270;/konten/sby/c;
